unique_id,timestamp,y_pred,query,model_version,runtime
81ed222e-a416-439c-9314-a851c7cb5743,1600337015.84334,112398.82000000002,"[66589.14, 101881.29, 169858.79, 258072.53999999998, 0.0, 7.303703703703704, 882.6592592592592]",0.1,000:00:00
093622a9-8101-4e6c-a036-c0acd534180e,1600337015.847548,263296.51999999996,"[49223.520000000004, 104365.74999999999, 172488.97, 266063.24, 0.0, 7.592592592592593, 919.0444444444445]",0.1,000:00:00
2f2c32bf-bf0c-4fe8-a037-0d72e48acdf2,1600337015.852221,263296.51999999996,"[51778.78, 108548.24999999999, 179674.72, 275760.25, 0.0, 7.5777777777777775, 929.6555555555556]",0.1,000:00:00
ec997ed4-a0af-418a-bab0-316290d73fcf,1600337015.856844,112398.82000000002,"[51778.780000000006, 108548.25, 179674.71999999997, 275760.24999999994, 0.0, 7.2444444444444445, 896.8074074074074]",0.1,000:00:00
b4b4e3a9-c6a6-4de7-bd48-38b104495b12,1600337015.861637,112398.82000000002,"[53648.941000000006, 108186.481, 182364.97100000002, 281289.931, 0.0, 7.325925925925926, 913.7444444444444]",0.1,000:00:00
97c1e1d8-78cc-4ff9-b081-9ee7bd7aac10,1600337015.865653,263296.51999999996,"[50374.371999999996, 108785.222, 188329.63199999998, 287254.59199999995, 0.0, 7.611111111111111, 948.9666666666667]",0.1,000:00:00
f3fe8b16-319d-4642-9516-ed8b368bd262,1600337015.8697312,263296.51999999996,"[50286.512, 106725.142, 179523.99199999997, 294078.33200000005, 0.0, 7.892592592592592, 973.8592592592593]",0.1,000:00:00
14a4d8db-c229-4d16-aca0-bd2ac7e561f7,1600337015.873667,263296.51999999996,"[44756.892, 111346.032, 182171.762, 302829.43200000003, 0.0, 8.281481481481482, 1024.7296296296297]",0.1,000:00:00
7cab502d-760d-4b9a-8310-bda77bf69263,1600337015.877525,263296.51999999996,"[43822.322, 93045.842, 185900.032, 309885.56200000003, 0.0, 8.525925925925925, 1057.088888888889]",0.1,000:00:00
caac0dfb-c7e4-4b1c-acf0-aa3e4f785e3f,1600337015.8812711,183461.05399999997,"[41109.272000000004, 92888.052, 182272.002, 316869.522, 0.0, 8.440740740740742, 1075.5185185185185]",0.1,000:00:00
75e6bb7e-8c68-4ab5-a8d4-563509b70303,1600337015.884901,183461.05399999997,"[41109.272, 92888.052, 182272.002, 316869.522, 0.0, 8.155555555555555, 1037.8037037037036]",0.1,000:00:00
3a760c7d-0118-4431-8a04-bc89bbe81e71,1600337015.8888772,183461.05399999997,"[39322.021, 92970.962, 182325.982, 320611.95200000005, 0.0, 7.9037037037037035, 1022.5148148148148]",0.1,000:00:00
972060e9-359d-4e79-b2cc-c70152ab4b8a,1600337015.892421,263296.51999999996,"[46032.36, 96406.73199999999, 190596.21200000003, 333286.95199999993, 0.0, 8.237037037037037, 1068.9851851851852]",0.1,000:00:00
4318b5c6-5e09-4b66-9931-668c6118be1f,1600337015.8959382,263296.51999999996,"[49244.17999999999, 99530.692, 197214.952, 343322.51199999993, 0.0, 8.407407407407407, 1092.3666666666666]",0.1,000:00:00
1a601427-7a0a-4b4e-aa6b-a24f68416277,1600337015.899276,263296.51999999996,"[47328.10999999999, 92085.00200000001, 193966.29200000002, 350157.54199999996, 0.0, 8.492592592592592, 1106.6925925925925]",0.1,000:00:00
571b0d6e-9f33-4b3e-817b-6f31263a8eea,1600337015.9027781,263296.51999999996,"[50057.49999999999, 93879.822, 198245.57200000001, 359943.062, 0.0, 9.033333333333333, 1143.7777777777778]",0.1,000:00:00
dbd232ec-3e81-4574-9467-7029d5350d6f,1600337015.906338,129953.07999999997,"[56288.719999999994, 97397.992, 205946.242, 373158.24199999997, 0.0, 9.2, 1156.2481481481482]",0.1,000:00:00
346be6c3-7164-4f43-98d5-41aba7fc88a5,1600337015.909755,263296.51999999996,"[56288.719999999994, 97397.992, 205946.242, 373158.242, 0.0, 8.866666666666667, 1118.9185185185186]",0.1,000:00:00
02706c05-e3ab-4faa-af05-bebf45164933,1600337015.912917,263296.51999999996,"[55964.909999999996, 95286.931, 203473.412, 376576.86199999996, 0.0, 8.7, 1104.3037037037036]",0.1,000:00:00
66eb28e7-f068-4482-a43e-ed59624e9232,1600337015.916173,129953.07999999997,"[57604.63, 103636.98999999999, 212422.21200000003, 390891.58200000005, 0.0, 9.21111111111111, 1158.9074074074074]",0.1,000:00:00
cec6ab45-fd86-41a4-89e9-47d8fcf57e6d,1600337015.92078,129953.07999999997,"[55470.23, 104714.41, 211439.55200000003, 398792.742, 0.0, 9.3, 1171.0962962962963]",0.1,000:00:00
47d42528-1a04-4728-a869-2bb5c7c273d7,1600337015.924024,129953.07999999997,"[55560.200000000004, 102888.31000000001, 214234.342, 405717.742, 0.0, 9.322222222222223, 1173.0185185185185]",0.1,000:00:00
579a019d-4e50-442c-893c-dcbbfa5dd595,1600337015.927434,129953.07999999997,"[53306.939999999995, 103364.44, 196410.28199999998, 406901.93200000003, 0.0, 9.403703703703703, 1163.1444444444444]",0.1,000:00:00
d0998baa-3e30-427a-8850-992ce900f3a0,1600337015.9307818,129953.07999999997,"[47096.479999999996, 103385.20000000001, 196273.252, 409503.4920000001, 0.0, 9.377777777777778, 1175.1962962962964]",0.1,000:00:00
a8d6f8e6-3662-4d17-94fb-32a1d9122752,1600337015.934189,263296.51999999996,"[47096.479999999996, 103385.20000000001, 196273.252, 409503.4920000001, 0.0, 8.959259259259259, 1125.7592592592594]",0.1,000:00:00
a79529b3-4195-46f0-83d5-8183f37349de,1600337015.93761,263296.51999999996,"[47985.09999999999, 103950.01000000001, 196920.972, 412499.9820000001, 0.0, 8.796296296296296, 1111.7]",0.1,000:00:00
9c3bef90-9852-4457-8085-18d2889e9e99,1600337015.940991,129953.07999999997,"[46442.58, 104047.21, 200453.942, 417091.75200000004, 0.0, 9.188888888888888, 1168.3555555555556]",0.1,000:00:00
fd224265-2abc-44b0-8f82-6ada7fdc2594,1600337015.944343,129953.07999999997,"[47400.83, 102871.06, 202401.752, 421715.34200000006, 0.0, 9.481481481481481, 1203.888888888889]",0.1,000:00:00
8afd2ad4-c318-450d-b98a-b8274938bcd8,1600337015.947627,129953.07999999997,"[48832.200000000004, 104392.4, 196477.40200000003, 424028.062, 0.0, 9.507407407407408, 1212.8592592592593]",0.1,000:00:00
cb033735-c310-4742-8c1e-79e9b64972b6,1600337015.951304,129953.07999999997,"[48420.83, 101727.77, 195607.592, 417042.89200000005, 0.0, 9.622222222222222, 1230.8370370370371]",0.1,000:00:00
318fd0bb-15a9-4e09-80ac-a818b6c42c46,1600337015.9550679,129953.07999999997,"[45449.83, 92546.31000000001, 189944.302, 428292.63200000004, 0.0, 9.492592592592592, 1217.6222222222223]",0.1,000:00:00
84c8a58c-e754-4527-9c01-de78c0f1b0e6,1600337015.958573,263296.51999999996,"[45449.83000000001, 92546.31000000001, 189944.302, 428292.63200000004, 0.0, 8.955555555555556, 1149.637037037037]",0.1,000:00:00
bbb85701-86cb-488d-9164-680f16533bd7,1600337015.9617972,263296.51999999996,"[45895.78, 93880.88, 189167.811, 430902.31200000003, 0.0, 8.75925925925926, 1118.9296296296295]",0.1,000:00:00
e2b1a5cc-e7e6-48ff-9eb5-04baecc70cd6,1600337015.965052,129953.07999999997,"[50066.28, 96508.86, 200145.85000000003, 445277.042, 0.0, 9.277777777777779, 1166.411111111111]",0.1,000:00:00
759dc44f-f892-49a0-a40a-4b166c10e657,1600337015.968215,129953.07999999997,"[48316.83, 95717.66, 200432.07, 449414.802, 0.0, 9.403703703703703, 1173.6925925925925]",0.1,000:00:00
e77dc3f5-1117-4759-8c6d-08d1427ac2a7,1600337015.971564,129953.07999999997,"[47074.54000000001, 95906.74, 198795.05, 448128.79199999996, 0.0, 9.496296296296297, 1174.2703703703703]",0.1,000:00:00
5804dc37-82e9-4a6a-a4d9-3e0d5f84f328,1600337015.974915,129953.07999999997,"[60218.55000000002, 108639.37999999999, 212003.82000000004, 464666.7620000001, 0.0, 9.562962962962963, 1184.4074074074074]",0.1,000:00:00
c90bdcc2-348e-46f0-8022-8f6a89f35b44,1600337015.978139,129953.07999999997,"[61802.08000000001, 107251.90999999999, 210637.11000000002, 468237.74199999997, 0.0, 9.533333333333333, 1167.5555555555557]",0.1,000:00:00
0db0ea45-2ab0-4261-a9ab-52a7ee5ffae5,1600337015.981492,263296.51999999996,"[61802.08000000001, 107251.91, 210637.11000000002, 468237.74199999997, 0.0, 9.11111111111111, 1103.5666666666666]",0.1,000:00:00
8b6030cf-bdd5-4d9a-9f3d-4a4a9e6c6cf6,1600337015.9855769,263296.51999999996,"[64425.19000000001, 110320.97, 214270.98000000004, 472294.90199999994, 0.0, 9.118518518518519, 1113.525925925926]",0.1,000:00:00
70410392-df3b-401b-8837-04a9194bb6ef,1600337015.989121,129953.07999999997,"[74506.19000000002, 124572.47, 228619.68, 495935.38200000004, 0.0, 9.511111111111111, 1166.7185185185185]",0.1,000:00:00
bae9fd41-f233-4ed1-91f6-5c83e698dd39,1600337015.992547,264388.412,"[72576.77, 120893.59999999999, 223764.66000000003, 497307.862, 0.0, 9.762962962962963, 1183.7925925925927]",0.1,000:00:00
2b8b9f6a-ebe1-4409-8053-8faba17b33f6,1600337015.995679,264388.412,"[74634.23, 121708.76999999999, 226101.16999999998, 488044.962, 0.0, 9.844444444444445, 1185.3]",0.1,000:00:00
0e97b5d0-b20f-4321-a645-14e072bc2cd4,1600337015.998825,264388.412,"[62112.94, 122331.48999999999, 224059.25999999998, 490428.052, 0.0, 9.92962962962963, 1184.4851851851852]",0.1,000:00:00
ffd14ac9-6c56-4926-b29b-9183ea317688,1600337016.0020978,516535.27100000007,"[64760.52999999999, 126562.60999999999, 219108.91999999998, 496181.632, 0.0, 10.111524163568774, 1201.078066914498]",0.1,000:00:00
4084e6da-40f7-4ee6-a9b8-c7b56178cfa8,1600337016.005533,263296.51999999996,"[64760.53, 126562.60999999999, 219108.91999999998, 496181.63200000004, 0.0, 9.347014925373134, 1137.4664179104477]",0.1,000:00:00
de808b3a-1725-4db0-ad6f-b290d0be9313,1600337016.0087302,263296.51999999996,"[65950.91, 130376.1, 224256.98, 501908.882, 0.0, 9.359550561797754, 1144.2958801498128]",0.1,000:00:00
7f808ef9-67a0-4aa7-94c0-3f7d2c802138,1600337016.0119839,264388.412,"[61592.96, 136099.15, 232608.01, 524574.632, 0.0, 9.827067669172932, 1193.1804511278197]",0.1,000:00:00
4984cb14-9dd4-482e-b06f-89ff26572aa7,1600337016.0150468,398533.95999999996,"[73194.64, 145771.41, 241489.06999999998, 525727.4720000001, 0.0, 10.249056603773585, 1248.1735849056604]",0.1,000:00:00
9e68d994-dca2-44b7-949a-db7f3295fb60,1600337016.018351,398533.95999999996,"[72804.26, 147438.49, 243345.23, 528405.3019999999, 0.0, 10.246212121212121, 1259.7310606060605]",0.1,000:00:00
faa23455-ae27-41f0-9064-de064a4e0b53,1600337016.021992,431900.1400000001,"[78432.15, 140545.09, 249184.47, 538448.9419999999, 0.0, 10.596958174904943, 1282.6501901140684]",0.1,000:00:00
e4d80657-32ee-475b-824e-fb46bbab74ee,1600337016.026332,398533.95999999996,"[84113.76000000001, 148874.29, 256126.2, 541783.4019999999, 0.0, 10.69083969465649, 1316.5648854961833]",0.1,000:00:00
a11c3610-1bc5-4929-a25d-2ef487f81dc9,1600337016.029522,398533.95999999996,"[84113.76000000001, 148874.29, 256126.2, 541783.4019999999, 0.0, 10.340996168582375, 1278.1494252873563]",0.1,000:00:00
f07e7c06-3ef3-46a9-a9b4-475d7d1abcbf,1600337016.032769,398533.95999999996,"[84566.12, 150517.03, 260837.99999999997, 547113.992, 0.0, 10.411538461538461, 1296.4346153846154]",0.1,000:00:00
d5272660-17ec-4bc8-a02d-2d6841f7b88a,1600337016.036364,431900.1400000001,"[76212.76, 137805.72, 262378.19, 557021.612, 0.0, 11.011583011583012, 1370.4169884169885]",0.1,000:00:00
06b2f3f8-175d-4d94-89c3-12daa6615726,1600337016.039912,398533.95999999996,"[72560.9, 145755.54, 266649.13999999996, 566735.1519999999, 0.0, 11.44186046511628, 1413.7403100775193]",0.1,000:00:00
4aef7068-6dcf-4207-829a-f1641a229016,1600337016.043148,398533.95999999996,"[80519.37, 153323.63, 275032.39999999997, 573391.0920000001, 0.0, 11.696498054474707, 1437.5875486381324]",0.1,000:00:00
d17aac11-35c7-4cbf-bba1-2859dbdf7f2f,1600337016.046486,398533.95999999996,"[78393.31999999999, 156825.47, 279156.96, 579130.302, 0.0, 11.953125, 1457.3359375]",0.1,000:00:00
22deda74-d8e5-4dd2-8989-757eaa80ab45,1600337016.049658,398533.95999999996,"[75756.86, 159870.62000000002, 286433.23, 584925.7819999999, 0.0, 12.2, 1468.764705882353]",0.1,000:00:00
a132e471-b577-45ed-9827-94f3dec117e2,1600337016.053045,398533.95999999996,"[75756.86, 159870.62000000002, 286433.23000000004, 584925.7819999998, 0.0, 11.830708661417322, 1414.9724409448818]",0.1,000:00:00
34787692-6dd4-4e92-aab8-bab38dd3bfde,1600337016.056787,398533.95999999996,"[77192.67, 161758.79000000004, 292134.89, 589489.182, 0.0, 12.031620553359684, 1438.090909090909]",0.1,000:00:00
95cff018-88e6-4690-8b0a-8515c5a34021,1600337016.06002,398533.95999999996,"[71696.07, 147908.83000000002, 284007.98, 592939.0519999999, 0.0, 12.55952380952381, 1502.5357142857142]",0.1,000:00:00
6671accd-3622-4ae4-beba-895f2fe2b920,1600337016.063047,398533.95999999996,"[71411.65, 143972.55000000002, 289743.95999999996, 596901.1719999999, 0.0, 13.107569721115539, 1559.3705179282867]",0.1,000:00:00
34604432-076e-4f77-80cd-50a371e0e91f,1600337016.066062,398533.95999999996,"[71019.26000000001, 151538.63, 298977.11999999994, 609118.202, 0.0, 13.188, 1592.216]",0.1,000:00:00
f65aa717-700a-4e31-8700-56015c49935e,1600337016.069481,398533.95999999996,"[73233.81, 151627.13, 292172.2199999999, 597221.882, 0.0, 13.377510040160642, 1609.9799196787149]",0.1,000:00:00
9d88e553-8e50-43c5-8781-42d2155afd2b,1600337016.072901,398533.95999999996,"[76195.36, 151952.22000000003, 300826.50999999995, 604351.672, 0.0, 13.411290322580646, 1626.0]",0.1,000:00:00
05dcb7bf-28bf-4f22-b2b3-342a10d00c74,1600337016.076063,398533.95999999996,"[76195.36, 151952.22, 300826.51, 604351.672, 0.0, 12.927125506072874, 1574.0566801619434]",0.1,000:00:00
52ab4b44-071b-49b4-83c2-9f2005e86ec7,1600337016.079177,398533.95999999996,"[72238.23, 149430.90000000002, 299947.92999999993, 607189.8720000001, 0.0, 12.829268292682928, 1579.7642276422764]",0.1,000:00:00
acb0b50c-83cd-435a-aeb1-3b9986afc8f8,1600337016.0823119,398533.95999999996,"[77297.95, 148994.02000000002, 286799.74, 611826.152, 0.0, 13.395918367346939, 1654.591836734694]",0.1,000:00:00
a6d7cd6f-4141-4e1e-b29e-a07ecf53e2a2,1600337016.085539,398533.95999999996,"[83114.77000000002, 154526.41999999998, 300281.96, 623577.312, 0.0, 13.668032786885245, 1675.483606557377]",0.1,000:00:00
b9e54385-468c-4297-bead-4f3242c759e3,1600337016.089057,398533.95999999996,"[82107.38, 153126.63999999998, 306450.27, 624636.4419999999, 0.0, 13.938271604938272, 1690.0699588477366]",0.1,000:00:00
54c4818d-f135-4f55-b6a1-d25b4f80b2fe,1600337016.092299,398533.95999999996,"[78908.63, 152142.44, 308967.91, 626906.992, 0.0, 14.256198347107437, 1719.9752066115702]",0.1,000:00:00
14ac5f8c-a7bc-430f-8baa-ce8df5191cde,1600337016.095444,398533.95999999996,"[74805.51000000001, 151000.87, 310871.49000000005, 627378.4020000001, 0.0, 14.423236514522822, 1735.4190871369294]",0.1,000:00:00
becbabea-3d21-44e5-bc54-e9b463b2d71c,1600337016.0986738,285290.02199999994,"[6348.070000000001, 6348.070000000001, 6348.070000000001, 6348.070000000001, 0.0, 10.444444444444445, 1339.0]",0.1,000:00:00
bfbc9ff4-fcdc-4e1e-b11a-57fce2ea90de,1600337016.10222,163474.45200000002,"[10751.23, 10751.23, 10751.23, 10751.23, 0.0, 8.833333333333334, 1080.4444444444443]",0.1,000:00:00
7681f638-f68f-4c6b-a345-27ac2032abab,1600337016.105739,179147.05399999997,"[10751.23, 10751.23, 10751.23, 10751.23, 0.0, 5.888888888888889, 720.2962962962963]",0.1,000:00:00
850ce572-d442-44f6-b18c-0fc07f68a46e,1600337016.10919,179147.05399999997,"[12061.98, 12061.98, 12061.98, 12061.98, 0.0, 5.333333333333333, 630.0]",0.1,000:00:00
6bda66f3-ce92-447b-b82b-32532a5e3f28,1600337016.112542,179147.05399999997,"[20242.410000000003, 20242.410000000003, 20242.410000000003, 20242.410000000003, 0.0, 5.466666666666667, 666.5111111111111]",0.1,000:00:00
a2915b67-98c0-4aa6-aebc-9d868c69e3e6,1600337016.115649,168511.34,"[24478.23, 24478.23, 24478.23, 24478.23, 0.0, 5.648148148148148, 680.6296296296297]",0.1,000:00:00
5ccccc85-ede2-4bef-9a20-3757483e5489,1600337016.1188889,163868.254,"[30521.88, 30521.88, 30521.88, 30521.88, 0.0, 5.761904761904762, 688.7777777777778]",0.1,000:00:00
71100a21-4a61-4eea-b922-d0df1459c0a6,1600337016.122448,163868.254,"[38279.87, 44627.94, 44627.94, 44627.94, 0.0, 6.194444444444445, 783.9722222222222]",0.1,000:00:00
a2b372af-bc05-438a-8c67-0466184b6694,1600337016.125705,168511.34,"[26660.690000000002, 37411.92, 37411.92, 37411.92, 0.0, 6.234567901234568, 771.925925925926]",0.1,000:00:00
